MORTALITY,INFANT_DEATH,ALCOHOL,EXPENDITURE_PERCENT,HEPATITUS_B,MEASLES,BMI,UNDER_FIVE_DEATH,POLIIO,EXPENDITURE_TOTAL,DIPHTHERIA,HIV_AIDS,GDP,THIN_1TO19_YR,THIN_5TO9_YR,INC_COMPOSITION,SCHOOLING
682.0,23.0,5.76,36.2929176,,0.0,44.2,58.0,66.0,8.9,66.0,1.9,662.2795182,4.0,4.0,0.47,8.6
533.0,29.0,3.97,20.39568283,,3575.0,17.2,48.0,46.0,13.63,44.0,1.2,139.3147734,1.3,1.4,0.292,6.7
519.0,30.0,4.21,33.34691455,,649.0,17.5,48.0,38.0,11.83,38.0,1.5,227.779471,1.1,1.2,0.302,7.0
57.0,30.0,4.07,38.61473209,,586.0,18.4,47.0,66.0,11.69,73.0,1.9,263.7618312,9.7,9.8,0.322,7.4
496.0,30.0,3.99,38.52454761,,7.0,18.8,47.0,69.0,11.66,65.0,2.1,263.145817,9.5,9.5,0.332,7.6
588.0,51.0,1.18,13.76270195,,304.0,14.1,84.0,73.0,6.7,75.0,25.5,153.2594872,8.0,7.9,0.391,10.7
48.0,30.0,3.83,42.08892911,,29.0,19.2,47.0,67.0,12.25,65.0,2.2,287.6891942,9.3,9.3,0.341,7.8
599.0,48.0,1.15,12.79760626,,150.0,14.4,80.0,86.0,5.7,9.0,25.1,146.7615397,7.9,7.7,0.387,10.1
614.0,44.0,2.62,45.61688038,,30930.0,16.8,72.0,85.0,7.16,85.0,18.7,341.955625,7.5,7.5,0.418,9.6
67.0,46.0,1.1,3.885394742,64.0,92.0,14.8,75.0,79.0,4.82,64.0,24.7,29.9798977,7.7,7.6,0.388,10.4
593.5,28.5,4.08,19.00037894,68.0,32.0,23.4,44.0,66.0,4.405,64.5,17.900000000000002,388.340061,9.25,9.25,0.37749999999999995,8.6
695.0,15.5,3.3649999999999998,28.95184876,47.0,499.0,27.049999999999997,23.5,47.5,6.41,78.5,35.75,658.1487334999999,9.55,9.55,0.4275,10.1
647.0,38.0,2.61,19.974333141333332,74.5,5861.333333333333,19.933333333333334,61.0,80.0,6.45,79.0,24.366666666666664,283.0639636,8.0,7.966666666666666,0.39733333333333337,9.8
369.5,15.0,3.1149999999999998,33.95680909,39.5,167.5,26.6,23.5,81.0,6.745,40.0,37.2,419.4314668,5.449999999999999,5.5,0.433,10.35
615.0,40.0,1.11,58.13583343,89.0,1116.0,15.5,65.0,94.0,7.82,89.0,23.4,274.2256294,7.5,7.4,0.366,10.0
405.2,32.6,2.1740000000000004,26.6688595762,76.66666666666667,707.6,16.8,52.0,62.4,4.324,67.4,16.46,481.33688564000005,4.48,4.46,0.3206,7.44
7.0,28.0,4.57,34.26216876,68.0,212.0,27.9,45.0,71.0,5.12,7.0,26.8,414.796232,8.6,8.6,0.408,9.5
358.5,23.0,2.215,29.6721912555,17.0,12518.5,21.85,36.5,47.0,7.029999999999999,46.5,26.099999999999998,220.3857615,4.3,4.2,0.4365,10.25
60.333333333333336,12.333333333333334,2.9233333333333333,34.22863077,93.0,1258.3333333333333,20.466666666666665,18.0,44.666666666666664,4.663333333333333,44.666666666666664,25.866666666666664,1008.8535162,3.4333333333333336,3.5,0.37366666666666665,6.7
202.33333333333334,43.666666666666664,1.8566666666666667,39.32574940999999,,3643.6666666666665,17.066666666666666,70.33333333333333,43.333333333333336,4.596666666666667,45.333333333333336,8.966666666666667,375.2143043333333,4.2,4.233333333333333,0.3406666666666667,5.466666666666666
258.5,10.0,3.575,21.870602117,9.0,410.5,22.65,15.0,67.0,5.0,69.5,30.9,175.05471805,8.95,9.05,0.406,7.5
308.4,16.8,3.144,82.9899242344,88.75,976.2,23.36,26.8,79.0,6.562,78.2,32.78,809.74994348,7.720000000000001,7.74,0.43400000000000005,9.26
537.0,16.5,3.3,7.2819668175,43.0,23.0,15.5,25.0,81.0,4.880000000000001,82.5,15.95,482.4043174,8.55,8.5,0.40349999999999997,9.45
56.0,17.0,1.54,46.90117916,,3.0,18.6,26.0,47.0,3.99,51.0,10.0,347.673678,9.6,9.6,0.323,6.0
491.5,12.25,4.077500000000001,124.9334499125,48.5,244.25,25.450000000000003,19.25,88.0,6.225,87.0,33.125,1491.42703035,4.85,4.8500000000000005,0.4895,10.4
391.0,96.0,2.82,24.037942,,11945.0,16.3,157.0,37.0,3.63,41.0,2.3,711.181716,1.5,1.5,0.401,5.5
310.5,72.5,7.175000000000001,26.204520340000002,72.0,21398.0,20.6,118.5,64.0,5.619999999999999,62.5,17.65,327.3159533,7.6,7.6,0.398,9.7
679.0,2.0,5.48,306.9527349,87.0,1.0,3.5,4.0,97.0,5.73,97.0,37.2,3128.97793,11.8,11.8,0.56,11.8
441.5,56.0,2.495,47.99116971,,622.5,17.9,90.5,25.0,4.405,26.0,5.7,588.3084114999999,5.4,5.3500000000000005,0.368,6.050000000000001
403.8,147.8,4.926,46.330489129,89.66666666666667,42458.6,19.56,240.4,60.4,6.956,60.0,15.8,530.18261648,8.059999999999999,8.040000000000001,0.3346,8.280000000000001
215.0,333.0,7.3100000000000005,57.011218084999996,,84182.5,17.5,542.0,37.5,3.675,32.5,3.8499999999999996,897.8957978000001,7.55,12.0,0.213,7.4
260.5,29.0,0.885,44.43419572,,1779.0,16.65,49.5,24.5,5.29,40.5,6.45,311.54660920000003,10.4,10.3,0.169,5.5
360.5,210.25,7.2875,17.3002236025,48.0,24299.25,12.925,337.75,25.75,4.675,44.5,6.375,318.95237856666665,9.55,9.525,0.2783333333333333,8.566666666666668
571.2,16.0,3.932,163.67961801,67.0,1735.8,26.439999999999998,23.0,71.2,6.536,83.2,29.6,1914.82580175,9.24,9.22,0.48775,10.65
519.5,51.5,2.955,4.1849257645,,2882.0,18.7,77.0,75.0,6.665,74.0,12.350000000000001,53.2772217,7.65,7.6,0.456,10.5
330.0,45.333333333333336,2.493333333333333,21.155179896666667,63.0,10082.0,11.633333333333333,71.66666666666667,49.333333333333336,7.836666666666667,46.666666666666664,4.3999999999999995,223.6275931,9.566666666666668,6.566666666666666,0.303,6.050000000000001
324.6,132.4,3.772,101.9217186738,86.66666666666667,30126.2,22.080000000000002,214.0,67.2,6.322,63.8,8.2,1111.1327479400002,8.38,8.319999999999999,0.3386,8.64
493.0,60.333333333333336,4.33,68.55492442333333,71.66666666666667,1493.3333333333333,22.96666666666667,91.66666666666667,75.33333333333333,4.526666666666667,71.66666666666667,9.866666666666667,1602.2578585,8.233333333333333,8.233333333333333,0.4375,8.7
426.0,34.0,7.13,18.41791804,,2095.0,13.2,57.0,9.0,4.22,9.0,8.5,216.172747,7.6,7.7,0.318,6.6
289.5,23.5,3.805,14.598038357499998,83.0,7905.5,20.35,40.5,61.5,5.375,53.5,25.75,965.0240682,5.65,5.7,0.4,7.4
266.25,172.25,2.9225,49.137960507749995,87.0,10895.5,16.55,281.0,52.75,5.67,36.25,8.75,461.974984175,5.824999999999999,5.75,0.359,7.324999999999999
312.3333333333333,31.666666666666668,2.5666666666666664,16.591962577999997,42.0,303.0,16.3,52.666666666666664,52.666666666666664,3.956666666666667,48.0,6.866666666666667,179.25787753333336,6.0,6.0,0.3276666666666667,6.366666666666667
418.5,73.5,5.09,124.9550979,72.5,190.0,20.700000000000003,111.5,76.0,4.615,72.5,4.35,3868.578883,8.35,8.25,0.468,8.1
523.0,112.0,10.42,2.690897842,29.0,49871.0,13.6,181.0,57.0,7.78,57.0,10.0,24.2423229,6.8,6.8,0.404,11.0
228.0,28.5,3.78,27.33295875,89.0,932.5,22.2,44.0,88.0,11.98,89.0,2.0,445.525,8.1,8.0,0.196,4.45
43.0,93.0,1.14,47.17250718,,7375.0,16.5,136.0,69.0,6.16,7.0,12.2,277.6486591,4.2,4.1,0.291,5.4
369.0,81.0,7.01,212.9229325,61.0,2807.0,19.8,127.0,63.0,4.37,6.0,2.5,3347.84485,9.3,9.2,0.48,8.5
302.3333333333333,229.0,5.090000000000001,16.633281585666666,31.5,41859.333333333336,12.5,366.0,51.666666666666664,3.5500000000000003,53.333333333333336,8.266666666666667,267.1686616,10.066666666666666,10.033333333333333,0.4075,7.75
548.5,19.5,2.715,75.87274782,82.0,352.5,21.65,31.0,83.0,7.24,82.5,23.4,583.068802,9.3,9.3,0.456,10.149999999999999
470.6666666666667,37.333333333333336,1.9400000000000002,36.759132244,84.0,150.66666666666666,22.633333333333336,58.333333333333336,67.66666666666667,6.340000000000001,65.33333333333333,9.633333333333333,502.4104075,5.2,5.1000000000000005,0.3795,8.25
48.0,90.0,2.09,37.82511936,25.0,7085.0,16.9,132.0,72.0,5.64,73.0,13.4,256.4414872,4.1,4.0,0.298,5.8
296.5,66.0,4.113333333333333,60.186430734999995,47.0,3275.0,11.733333333333333,105.75,49.666666666666664,3.1966666666666668,61.0,5.675,2229.6536054999997,9.033333333333333,8.933333333333332,0.2753333333333334,5.0
411.0,25.0,0.01,54.56033696,91.0,678.0,22.7,35.0,91.0,11.24,91.0,0.9,561.8984239,7.9,7.8,0.401,9.1
323.0,178.0,3.4875,33.41457772,50.0,2529.0,13.875,285.25,55.5,5.0325,42.5,7.025,286.578249725,9.1,6.825,0.35724999999999996,6.6
447.0,38.5,1.295,26.188833005,49.5,300.5,22.4,55.0,49.0,5.085,49.5,5.199999999999999,337.4849614,7.65,7.6,0.37,7.1
297.8,28.0,3.154,28.373527741599997,85.33333333333333,4466.8,21.82,50.6,67.8,5.0,64.0,16.080000000000002,215.62105379999997,8.5,8.52,0.3906,8.620000000000001
337.57142857142856,64.0,5.176666666666667,44.268563271,71.8,9769.142857142857,18.071428571428573,101.57142857142857,67.71428571428571,5.763333333333333,70.85714285714286,5.514285714285714,943.6328993666666,7.985714285714286,6.542857142857143,0.27699999999999997,7.349999999999999
408.6666666666667,40.333333333333336,3.606666666666666,63.60972419666667,85.0,6422.666666666667,23.599999999999998,63.0,54.333333333333336,3.065,58.0,5.533333333333332,828.9395020000001,7.833333333333333,7.666666666666667,0.49350000000000005,11.15
312.2,97.2,0.6239999999999999,23.488203474,57.0,2952.4,16.840000000000003,157.0,47.8,5.035,36.8,5.72,435.1067163,6.840000000000001,6.74,0.25525,5.85
405.3333333333333,118.33333333333333,5.986666666666667,15.741756123333332,62.0,2807.6666666666665,14.033333333333331,178.66666666666666,57.333333333333336,5.1033333333333335,49.0,5.566666666666666,210.98985894999998,9.266666666666667,9.233333333333334,0.34750000000000003,8.05
384.0,37.75,2.9599999999999995,108.82853085274999,9.0,11553.5,15.366666666666665,68.25,63.0,6.406666666666666,63.0,13.325000000000001,1029.5604016666668,8.766666666666666,8.866666666666667,0.302,5.1
311.75,49.75,2.8687500000000004,9.504100274250002,91.0,3670.75,12.7375,77.375,61.0,4.6433333333333335,61.125,5.875,238.50650905,7.612499999999999,7.5625,0.37650000000000006,7.975
290.8,146.4,3.756000000000001,35.529164944,48.0,2863.2,18.8,236.4,50.8,4.470000000000001,55.2,4.08,548.909949325,7.5,7.359999999999999,0.32725000000000004,7.05
444.3333333333333,43.0,5.9433333333333325,217.93605876666666,72.66666666666667,4110.666666666667,27.0,62.333333333333336,74.0,5.116666666666666,74.0,8.633333333333335,2915.282986,5.2,8.066666666666668,0.56,11.65
271.0,111.0,2.3866666666666667,41.82117464,4.0,3030.3333333333335,18.5,168.66666666666666,42.0,3.546666666666667,26.666666666666668,4.566666666666667,899.1707566499999,9.466666666666667,9.433333333333332,0.4165,7.699999999999999
334.5,45.333333333333336,2.6900000000000004,3.878608249333334,,6598.0,13.180000000000001,71.16666666666667,44.0,5.115,49.8,8.0,95.505111625,8.620000000000001,8.559999999999999,0.3018,6.04
260.6666666666667,134.0,4.542,28.847733367833328,79.0,2509.1666666666665,19.34,210.83333333333334,78.2,5.158,76.8,5.566666666666666,977.2599767000002,6.7,6.720000000000001,0.29225,5.574999999999999
335.75,63.375,1.5262499999999999,54.538079129875,86.25,10820.375,21.0375,99.125,43.5,5.200000000000001,68.25,7.925000000000001,542.2552403857143,7.15,7.0625,0.35814285714285715,8.028571428571428
415.75,49.75,1.15,61.1646811375,47.666666666666664,110.25,15.4,79.25,67.75,6.406666666666666,46.25,5.725,1133.823885,7.5,7.35,0.433,9.15
279.6666666666667,192.0,4.763333333333333,127.79952323333333,50.0,6354.333333333333,17.599999999999998,296.3333333333333,74.0,7.096666666666667,50.666666666666664,5.866666666666667,1940.1633150000002,7.866666666666667,4.733333333333333,0.4845,10.3
391.6,54.0,2.8125,29.224341676,48.666666666666664,2014.2,20.78,86.2,60.6,5.423333333333333,70.0,7.08,1304.360192175,6.540000000000001,6.380000000000001,0.35425,8.375
308.0,61.166666666666664,0.9349999999999999,4.028138580166667,47.0,3557.3333333333335,17.339999999999996,97.16666666666667,51.4,4.192500000000001,36.6,3.8333333333333335,150.08076838000002,4.680000000000001,4.66,0.21133333333333335,4.666666666666667
339.4,22.8,3.052,16.19931095,54.0,925.2,16.66,37.0,65.4,5.2,51.4,12.440000000000001,175.13332245,7.82,7.699999999999998,0.43360000000000004,8.78
376.3333333333333,172.33333333333334,5.1,73.22437960333333,42.0,2866.3333333333335,20.533333333333335,268.6666666666667,38.333333333333336,2.823333333333333,35.666666666666664,4.633333333333334,1463.9913485,4.266666666666667,4.066666666666666,0.3313333333333333,6.466666666666666
142.8,82.0,1.966,30.961365502,76.0,4616.2,20.560000000000002,123.0,54.0,5.1579999999999995,50.2,3.5400000000000005,571.0086216,7.0600000000000005,7.0,0.263,6.966666666666666
373.5,33.75,0.9149999999999999,12.98175200425,93.0,46399.5,17.3,60.5,54.5,3.5,55.5,6.525,338.08183426666665,9.575,9.45,0.379,7.15
303.0,31.0,1.2,15.389892042,60.0,439.6666666666667,18.7,47.666666666666664,61.666666666666664,4.510000000000001,42.0,7.633333333333333,327.2891178666667,8.999999999999998,8.9,0.27566666666666667,7.8
362.1666666666667,45.666666666666664,2.29,32.96399253333333,27.5,5233.333333333333,20.339999999999996,72.16666666666667,56.4,4.32,34.6,3.383333333333333,1530.5640705,6.279999999999999,6.14,0.307,5.1000000000000005
328.8,183.0,4.6240000000000006,50.070173927,61.666666666666664,11984.4,14.780000000000001,284.6,47.8,5.061999999999999,45.0,7.3199999999999985,869.3109254,6.479999999999999,6.359999999999999,0.421,8.760000000000002
360.5,49.25,3.4266666666666663,3.0319317627499998,82.0,752.75,20.925,78.5,78.5,5.003333333333334,75.75,3.5749999999999997,32.3937377,5.8,7.95,0.26466666666666666,6.133333333333333
383.0,25.0,6.145,16.841551404,88.0,193.0,14.5,39.5,85.5,8.04,88.0,6.0,126.24288905,7.55,7.7,0.3285,6.8999999999999995
231.66666666666666,80.0,3.3433333333333333,82.77247208666667,,16161.333333333334,18.400000000000002,114.0,55.0,3.75,51.333333333333336,3.3333333333333335,1552.2424822,7.5,7.366666666666667,0.271,7.949999999999999
324.4,126.6,2.7325,77.58456260839999,75.75,1460.2,24.2,199.0,74.25,5.8100000000000005,74.25,7.720000000000001,1173.8567484,5.75,7.949999999999999,0.36760000000000004,6.959999999999999
419.6666666666667,38.0,3.535,208.59850814733332,84.5,1004.3333333333334,30.3,67.66666666666667,42.666666666666664,7.54,70.66666666666667,13.533333333333333,1687.5765136666669,10.0,10.700000000000001,0.4613333333333333,9.033333333333333
278.6666666666667,42.666666666666664,5.666666666666667,352.95090825333335,76.5,231.0,21.733333333333334,63.0,65.0,5.1433333333333335,63.333333333333336,14.799999999999999,3151.887713666667,5.5,6.2,0.515,10.166666666666666
37.0,5.0,3.1,22.09757984,,0.0,2.1,8.0,73.0,5.72,68.0,5.4,424.9534585,9.2,9.0,0.0,8.0
329.6666666666667,68.44444444444444,2.888888888888889,150.29884025777775,78.33333333333333,1367.888888888889,23.0,103.33333333333333,60.55555555555556,6.83,60.888888888888886,11.0,1361.180182375,7.400000000000001,8.88888888888889,0.415375,8.987499999999999
319.6,27.6,3.282,23.825957218000003,88.33333333333333,905.0,17.98,42.2,61.4,6.4959999999999996,74.0,7.459999999999999,470.78844330000004,6.6800000000000015,6.58,0.4516,8.760000000000002
350.0,53.5,2.955,34.3536522,63.0,1834.0,24.1,84.0,64.5,5.18,63.0,3.75,640.5337757,6.6,6.55,0.466,8.8
228.5,80.16666666666667,1.528,28.792606445,50.75,32190.666666666668,15.34,121.5,59.8,5.6275,57.6,3.4,630.6977157399999,6.5200000000000005,8.1,0.268,5.075
186.5,4.0,5.205,16.79995823,,0.0,2.45,6.0,39.5,3.75,55.0,5.25,302.28894,9.350000000000001,9.3,0.4755,8.5
379.5,170.5,4.33,212.22800241500002,71.66666666666667,5059.75,26.299999999999997,269.25,67.0,6.546666666666667,66.25,10.024999999999999,3013.0072299999997,9.649999999999999,10.075,0.47433333333333333,8.866666666666667
342.0,14.0,1.025,2.039109572,,2705.5,16.85,22.0,57.0,4.32,34.5,5.199999999999999,26.51637935,9.3,9.2,0.4255,9.350000000000001
379.0,16.25,1.7574999999999998,93.59390862975002,,190.25,20.275,24.75,67.5,4.7475,67.75,9.299999999999999,845.4877845,10.2,10.15,0.44025,9.474999999999998
320.8333333333333,39.166666666666664,4.2266666666666675,162.50343014366666,67.6,1162.8333333333333,18.23333333333333,56.666666666666664,69.5,4.64,51.166666666666664,6.066666666666666,3154.816661666667,6.583333333333333,6.55,0.4498333333333333,8.666666666666666
329.75,47.5,5.965,116.27776842200001,76.66666666666667,1710.0,26.174999999999997,72.0,58.25,7.6674999999999995,58.75,13.400000000000002,1011.1948286499999,9.075,9.675,0.4845,10.9
289.0,96.92307692307692,3.133636363636364,178.061142933,62.25,7618.692307692308,15.266666666666667,151.76923076923077,57.583333333333336,5.41,56.083333333333336,5.992307692307692,2447.877187463637,8.899999999999999,8.825000000000001,0.3943,7.63
477.0,3.0,4.89,457.7200522,,4.0,27.9,4.0,86.0,7.32,86.0,22.1,3573.146387,13.1,13.1,0.565,11.6
276.0,53.0,0.1,35.80929749,,282.0,16.1,106.0,57.0,6.94,57.0,1.4,292.55962,11.4,11.3,0.293,3.8
216.0909090909091,42.27272727272727,3.583636363636364,107.67796187600001,75.66666666666667,1034.090909090909,20.981818181818184,63.72727272727273,77.27272727272727,6.882727272727274,65.63636363636364,6.681818181818182,935.30728918,7.036363636363637,6.336363636363637,0.426090909090909,9.009090909090908
324.0,18.333333333333332,4.84,581.0201463933333,,1978.6666666666667,19.85,28.333333333333332,66.33333333333333,3.325,60.333333333333336,4.066666666666667,7764.515094733334,9.5,9.45,0.47,6.8
200.0,56.0,3.8366666666666664,51.15955530833333,73.5,3244.3333333333335,17.86666666666667,90.33333333333333,52.666666666666664,7.063333333333333,74.33333333333333,4.033333333333334,370.0911979333334,8.333333333333334,8.233333333333333,0.399,7.566666666666666
317.0,28.0,2.555,40.5886774275,48.5,527.0,21.674999999999997,43.75,53.5,4.4825,72.75,3.9,648.644171125,8.225,8.174999999999999,0.41175000000000006,8.3
235.0,57.6,3.614,95.741190997,47.0,11419.8,20.86,81.0,60.2,5.106,59.6,10.139999999999999,1278.447105,9.98,8.120000000000001,0.5215,10.625
285.0,25.0,1.35,8.931827297,73.0,217.0,19.7,40.0,75.0,4.63,73.0,2.1,519.2922847,9.1,9.0,0.416,7.7
248.66666666666666,22.333333333333332,1.1866666666666668,23.078024686333332,88.0,317.6666666666667,21.666666666666668,34.666666666666664,80.33333333333333,4.5,58.333333333333336,3.9,649.206466,5.0,4.966666666666667,0.4386666666666667,9.166666666666666
335.8888888888889,64.55555555555556,3.2825,93.12372163966667,72.66666666666667,8633.555555555555,11.000000000000002,109.22222222222223,62.888888888888886,5.507777777777778,58.44444444444444,5.033333333333333,1114.457645888889,11.075000000000001,10.1375,0.35500000000000004,6.877777777777777
304.0,24.333333333333332,5.193333333333333,437.07724452,84.0,219.0,13.266666666666666,41.0,75.0,5.056666666666666,69.66666666666667,3.6,6096.566824133333,9.133333333333333,8.966666666666667,0.4523333333333333,7.566666666666666
281.0,44.0,3.964000000000001,316.26567403260003,67.0,1278.2,14.66,64.0,53.6,5.59,67.6,4.4799999999999995,5544.517171500001,10.32,6.739999999999999,0.42450000000000004,8.525
156.75,82.0,4.17,29.994982305,58.75,3469.75,18.7,116.75,74.0,6.02,57.75,4.574999999999999,496.95779865,4.325,4.25,0.4126666666666667,8.766666666666666
248.33333333333334,35.0,0.1,37.307686104333335,73.0,429.3333333333333,23.6,53.666666666666664,46.333333333333336,3.5700000000000003,65.66666666666667,3.3333333333333335,866.9714050000001,7.35,7.300000000000001,0.42733333333333334,7.633333333333333
369.0,26.0,2.886,345.0665144698,62.0,1640.4,16.080000000000002,41.4,79.2,6.882,65.8,11.74,2342.9232678,9.120000000000001,9.44,0.5076,10.319999999999999
356.6666666666667,18.333333333333332,4.085,46.225601653333335,94.5,157.66666666666666,11.200000000000001,28.0,75.0,4.3933333333333335,73.66666666666667,4.933333333333334,1053.7550905,8.15,8.100000000000001,0.42566666666666664,7.233333333333334
301.55555555555554,54.888888888888886,2.506666666666667,203.31551954111112,79.0,373.0,19.200000000000003,76.66666666666667,66.88888888888889,5.1899999999999995,62.111111111111114,4.144444444444444,3172.0330969999995,7.711111111111112,7.666666666666667,0.444375,9.424999999999999
195.4,39.6,1.6279999999999997,57.677257286,74.8,460.0,19.1,62.0,75.4,5.634,64.6,3.3599999999999994,593.91026928,8.34,8.26,0.4128,8.7
363.75,36.25,4.245,148.4329616375,90.0,13954.75,18.575000000000003,56.75,87.0,4.615,86.5,6.6,3133.61246105,8.6,8.325000000000001,0.49766666666666665,9.200000000000001
304.1666666666667,36.0,2.6216666666666666,80.23369742183333,68.25,1177.0,18.533333333333335,55.833333333333336,52.666666666666664,5.54,53.833333333333336,5.866666666666666,1095.37260545,11.066666666666668,11.083333333333334,0.4064,7.8
278.3333333333333,26.666666666666668,1.5999999999999999,17.870632055333335,79.66666666666667,380.6666666666667,20.7,48.333333333333336,79.33333333333333,5.663333333333334,79.66666666666667,2.9333333333333336,370.17492360000006,9.033333333333333,5.8999999999999995,0.385,7.366666666666666
131.0,97.33333333333333,0.9433333333333334,46.46347796333333,66.0,8286.666666666666,18.533333333333335,152.33333333333334,73.0,4.6466666666666665,66.66666666666667,2.8000000000000003,411.4183702333333,9.633333333333335,9.466666666666667,0.4123333333333333,7.333333333333333
317.5,47.0,1.6749999999999998,15.779081555249999,67.375,989.625,12.728571428571428,69.0,51.5,6.601666666666667,64.625,4.3999999999999995,550.3695851142858,12.328571428571427,12.714285714285714,0.44649999999999995,8.5
253.375,44.375,3.595,62.392305974124994,69.75,2516.375,17.2,62.0,60.625,5.2787500000000005,60.75,6.5125,742.9059997285715,7.8375,7.775,0.4775714285714286,9.157142857142857
240.0,54.166666666666664,4.206666666666666,111.77927393533332,83.6,1876.5,17.01666666666667,82.5,64.83333333333333,6.301666666666667,78.66666666666667,4.5,1537.8585029399999,10.383333333333333,10.300000000000002,0.45359999999999995,8.559999999999999
292.42857142857144,26.0,1.6316666666666666,122.68767292157143,66.57142857142857,1970.4285714285713,19.7,38.0,66.28571428571429,6.016666666666667,76.57142857142857,5.0857142857142845,716.2215730428571,6.57142857142857,6.5,0.4524285714285714,9.471428571428573
297.0,10.666666666666666,1.5733333333333333,30.942104285333333,95.0,4105.333333333333,14.533333333333333,14.666666666666666,68.33333333333333,5.403333333333333,69.0,3.1333333333333333,392.45908430000003,9.033333333333333,9.033333333333333,0.39199999999999996,5.966666666666666
281.5,40.5,0.10500000000000001,38.154828605,68.5,167.5,13.0,64.5,68.0,5.705,68.5,1.9000000000000001,632.16216305,8.05,7.949999999999999,0.405,8.25
228.625,53.625,1.4537499999999999,20.486683659875,43.0,24641.5,20.8,76.75,54.125,3.9775,51.0,3.0125000000000006,431.9332343428572,7.687499999999999,7.574999999999999,0.38757142857142857,7.728571428571428
400.0,37.833333333333336,2.692727272727273,124.92600889691666,80.375,5933.416666666667,18.927272727272726,57.75,64.72727272727273,6.098000000000001,59.72727272727273,7.308333333333334,1213.1001758222221,7.072727272727272,7.109090909090909,0.3855,7.860000000000001
271.8888888888889,23.555555555555557,1.3044444444444445,42.052011342,60.166666666666664,365.1111111111111,20.366666666666667,34.888888888888886,58.22222222222222,5.058888888888888,62.44444444444444,1.6666666666666667,457.6059932125,7.311111111111111,7.21111111111111,0.3661111111111111,7.48888888888889
259.6666666666667,24.166666666666668,2.0925,31.488321672666668,54.5,2525.8333333333335,21.849999999999998,40.666666666666664,67.66666666666667,4.67,55.833333333333336,3.483333333333333,1017.45227275,6.983333333333334,6.816666666666666,0.4678333333333333,8.666666666666666
211.6,81.6,1.7375,18.464069046,53.0,14779.6,17.36,113.2,83.6,4.665,53.0,3.04,449.3968475,5.9799999999999995,7.640000000000001,0.4736666666666667,10.0
304.1666666666667,27.166666666666668,1.93,144.291174492,66.8,3494.1666666666665,22.700000000000003,42.666666666666664,56.833333333333336,6.914999999999999,56.666666666666664,3.8166666666666664,1010.17297095,7.55,7.483333333333333,0.44566666666666666,9.166666666666666
235.75,55.25,1.56,14.714340199750001,76.66666666666667,1416.75,15.55,83.75,76.5,5.0875,28.75,2.5,195.44065336666668,10.399999999999999,10.350000000000001,0.2985,6.875
231.375,41.25,2.55125,41.71755192625,64.8,2007.125,19.142857142857142,60.625,49.25,7.204999999999999,63.625,1.9749999999999999,364.80907799999994,8.557142857142857,8.457142857142856,0.40557142857142864,7.671428571428572
232.66666666666666,17.333333333333332,2.483333333333333,41.714816668333334,87.0,1640.5,20.366666666666667,26.166666666666668,58.4,4.876666666666666,57.0,1.5999999999999996,461.620252125,7.183333333333333,7.133333333333333,0.37433333333333335,7.066666666666667
294.5,86.5,0.14750000000000002,22.93350855525,73.5,22699.75,13.7,116.75,74.5,5.52,74.0,1.05,280.0976033,11.425,11.325000000000001,0.2846666666666667,7.466666666666666
288.0,25.625,2.9416666666666664,49.535805806249996,66.16666666666667,1571.75,31.971428571428568,37.375,72.25,5.133333333333334,62.875,3.7374999999999994,883.6029357500001,5.585714285714286,5.742857142857142,0.477875,9.149999999999999
246.8,126.0,4.3149999999999995,51.356248793999995,70.0,2419.4,20.94,200.8,61.4,5.29,73.2,1.92,820.150043075,9.580000000000002,9.420000000000002,0.4244,8.059999999999999
262.8333333333333,21.5,0.9349999999999999,63.96279496066668,80.2,956.6666666666666,19.250000000000004,31.333333333333332,80.5,5.733333333333333,80.5,2.316666666666667,504.0024831666667,6.683333333333333,6.616666666666667,0.36650000000000005,7.833333333333333
287.0,33.857142857142854,3.6485714285714286,249.52828690257144,78.28571428571429,637.7142857142857,27.985714285714288,48.857142857142854,71.0,7.237142857142857,80.57142857142857,4.4714285714285715,2191.0657682857145,9.400000000000002,9.499999999999998,0.5291428571428572,10.714285714285712
258.5,48.7,2.6100000000000003,35.2389989701,49.0,6950.2,22.009999999999998,68.4,63.5,5.859999999999999,56.4,2.1,429.1842428714286,6.6899999999999995,6.63,0.4445555555555556,8.511111111111113
247.71428571428572,27.571428571428573,1.0857142857142859,36.032269952285716,82.4,900.7142857142857,18.883333333333336,43.57142857142857,58.5,4.1414285714285715,70.66666666666667,1.614285714285714,437.21461788333335,7.683333333333334,7.583333333333333,0.38614285714285707,8.042857142857143
267.6,19.6,0.054000000000000006,49.951625844,72.0,684.8,19.020000000000003,27.6,50.4,4.584,49.4,0.32000000000000006,558.05607932,9.7,9.7,0.18580000000000002,9.120000000000001
290.6,24.6,2.3425,42.4462926846,71.5,1655.8,23.299999999999997,36.2,66.2,5.5275,67.2,1.48,337.83956509999996,5.8,5.725,0.3344,8.54
242.27272727272728,23.272727272727273,3.668181818181819,101.20313648081819,75.16666666666667,1240.1818181818182,22.81,34.81818181818182,69.45454545454545,4.993636363636363,64.18181818181819,4.154545454545455,1425.02538239,7.589999999999999,7.4700000000000015,0.49420000000000003,9.450000000000001
