HAPPINESS_RANK,HAPPINESS_SCORE,ECONOMY,FAMILY,FREEDOM,TRUST,GENEROSITY,DYSTOPIA
69.0,5.5,1.198274374,1.337753177,0.3007406,0.09967158,0.046693042,1.879277945
67.0,5.568999767,1.15655756,1.444945216,0.295400262,0.156313822,0.155137509,1.723232985
74.0,5.399,0.82827,1.08708,0.46611,0.0,0.51535,1.86399
64.0,5.629000187,1.189395547,1.20956099,0.491247326,0.042181555,0.360933751,1.697583914
54.0,5.849999905,1.260748625,1.404714942,0.325707912,0.073842727,0.153074786,1.993655205
40.0,6.167,0.806,1.231,0.461,0.082,0.065,
108.0,4.691999912,1.156873107,0.711551249,0.249322608,0.048761073,0.387242913,1.498734951
68.0,5.56,1.21788,0.95025,0.27996,0.0889,0.17445,2.20859
126.0,4.252,0.83792,0.19249,0.32461,0.3188,0.06786,1.87031
80.0,5.212,1.02389,0.93793,0.3703,0.16065,0.07799,2.00073
121.0,4.36,0.86086,0.62477,0.14037,0.03616,0.07793,1.97864
76.0,5.31099987,0.925579309,1.368218064,0.474307239,0.055267781,0.233818337,1.612325668
105.0,4.813,1.11758,0.38857,0.22544,0.0557,0.38538,1.99817
128.0,4.34,0.853,0.592,0.375,0.215,0.038,
54.0,5.855,1.12254,1.12241,0.51649,0.08454,0.11827,2.24729
137.0,4.166,0.913,1.039,0.241,0.067,0.076,
43.0,6.123,0.74553,1.04356,0.57733,0.09472,0.27489,2.74255
92.0,5.175000191,1.064577937,1.207893014,0.325905979,0.060277794,0.253760964,1.617469311
90.0,5.161,0.822,1.265,0.468,0.134,0.13,
86.0,5.177,1.03437,0.81329,0.15718,0.04339,0.20737,2.27539
60.0,5.813,1.2692,1.06411,0.18929,0.0182,0.02025,2.60525
78.0,5.389,1.16492,0.87717,0.23889,0.12348,0.04707,2.29074
32.0,6.423999786,1.127868772,1.425792456,0.580200732,0.031612735,0.57212311,2.039508343
95.0,5.121,1.0193,0.78236,0.27668,0.07047,0.23507,2.08947
33.0,6.474,1.0893,1.04477,0.49553,0.02833,0.58696,2.5796
125.0,4.285999775,0.950612664,0.570614934,0.309410036,0.251666635,0.054008815,1.500137806
73.0,5.394999981,1.069317579,1.258189797,0.208715528,0.040903781,0.220125884,1.947084427
77.0,5.286,0.47428,1.15115,0.43477,0.04232,0.3003,2.2327
48.0,5.992,0.69384,0.89521,0.46582,0.16292,0.29773,2.82428
94.0,5.073999882,0.788547575,1.277491331,0.571055591,0.087633237,0.234968051,1.462318659
43.0,6.071000099,0.737299204,1.28721571,0.447551847,0.130687982,0.301674217,2.513930559
41.0,6.086999893,1.488412261,1.323110461,0.536746919,0.25704217,0.172668487,1.656149387
42.0,6.218,1.44024,0.94397,0.47375,0.25772,0.17147,2.27405
86.0,5.228000000000001,0.9516666666666667,1.4333333333333333,0.36166666666666664,0.06233333333333333,0.139,
92.0,5.192,0.931,1.203,0.491,0.028,0.498,
108.0,4.715,0.59867,0.92558,0.24499,0.12905,0.11251,2.04384
53.0,5.878,0.75985,1.30477,0.53899,0.08242,0.3424,2.18896
96.0,5.061,0.74037,0.79117,0.55954,0.11556,0.25075,1.9418
66.0,5.648,1.14372,0.75695,0.46145,0.05203,0.36951,2.20223
129.0,4.321,0.816,0.99,0.26,0.028,0.077,
83.0,5.285,0.948,1.531,0.317,0.038,0.235,
83.0,5.236999989,1.121129036,1.238376498,0.194989055,0.088174194,0.197911024,1.729191542
98.0,4.885,0.89537,1.17202,0.57672,0.14234,0.21684,1.21305
60.0,5.788,0.97,1.0275,0.40800000000000003,0.0665,0.1685,
64.0,5.716,1.13764,1.23617,0.36679,0.03005,0.00199,2.27394
20.0,6.774,2.096,0.776,0.284,,0.186,
53.0,5.933,1.148,1.454,0.363,0.066,0.092,
113.0,4.5835,0.7875000000000001,1.2805,0.40499999999999997,0.058,0.205,
72.0,5.525,1.044,1.303,0.416,0.152,0.133,
111.0,4.681,0.79907,1.20278,0.25123,0.02961,0.15275,1.5714
65.0,5.663,0.934,1.249,0.53,0.034,0.092,
36.5,6.2509999999999994,1.23,1.3875,0.5235000000000001,0.097,0.1385,
71.0,5.528,1.1697,0.72803,0.36712,0.00679,0.12889,2.45184
91.0,5.145,1.24142,0.93164,0.1977,0.04472,0.099,1.95473
100.0,4.913,0.446,1.226,0.439,0.089,0.285,
42.0,6.13,0.76454,1.02507,0.4035,0.11776,0.10692,3.035
129.0,4.217,1.11306,0.92542,0.21219,0.00615,0.12793,1.15377
72.0,5.517,1.27964,1.05163,0.41511,0.18519,0.08423,1.81985
55.0,5.891,1.09,1.387,0.584,0.05,0.245,
78.0,5.398,0.975,1.369,0.288,0.043,0.134,
57.0,5.824999809,1.217683911,1.15009129,0.457003742,0.004387901,0.133519918,2.176831484
44.0,6.007999897,1.000820398,1.286168814,0.455198199,0.140134647,0.150112465,2.290352583
74.0,5.483,1.148,1.38,0.324,0.109,0.106,
51.0,5.976,0.97306,0.85974,0.4027,0.18037,0.10074,2.77366
84.0,5.295,0.979,1.154,0.077,0.135,0.055,
65.0,5.709,0.81038,1.15102,0.50442,0.02299,0.2123,2.32038
75.0,5.323999882,1.286011934,1.343133092,0.175863519,0.036636937,0.078401662,1.716459274
111.0,4.592,0.9,0.906,0.271,0.063,0.04,
57.0,5.835,1.24585,1.04685,0.4519,0.055,0.14443,2.20035
33.0,6.477,0.91861,1.24018,0.53466,0.0512,0.18401,2.85737
97.5,4.946,1.009,1.0050000000000001,0.4265,0.0905,0.22749999999999998,
56.0,5.89,0.819,1.493,0.575,0.031,0.096,
105.0,4.788,0.59532,0.95348,0.40148,0.06825,0.23027,1.84408
24.0,6.598999977,1.185295463,1.440451145,0.494519204,0.059739888,0.109457061,2.614005327
66.0,5.611000061,1.32087934,1.4766711,0.47913143,0.183248922,0.098890811,1.357508659
82.0,5.192,0.90198,1.05392,0.40661,0.14293,0.11053,1.87996
16.0,6.983,0.98124,1.23287,0.49049,0.17521,0.14574,3.26001
26.0,6.65,1.15137,1.06612,0.42284,0.07296,0.10989,3.12985
43.0,6.105,1.338,1.366,0.594,0.123,0.243,
110.0,4.686,1.0088,0.54447,0.30033,0.05863,0.38086,1.6944
46.0,5.97300005,1.291787863,1.44571197,0.520342112,0.059307806,0.158465967,1.797722816
57.0,5.811999999999999,0.8534999999999999,1.4085,0.41700000000000004,0.14100000000000001,0.1545,
77.0,5.293000221,1.222556233,0.967983007,0.255772293,0.04310311,0.248002976,1.854492426
95.0,5.103,0.715,1.365,0.618,0.079,0.177,
45.0,6.078,1.27973,1.08268,0.23391,0.02947,0.13837,2.61065
63.0,5.754,1.13145,1.11862,0.41668,0.11023,0.18295,2.09066
90.0,5.18200016,0.982409418,1.069335938,0.204403177,0.0,0.328867495,1.892172575
74.0,5.488,1.18649,0.60809,0.23907,0.04002,0.18434,2.52462
61.0,5.779,0.776,1.209,0.511,0.064,0.137,
30.0,6.452000141,1.233748436,1.373192549,0.550026834,0.070983924,0.210556939,2.307199955
46.0,6.072,1.016,1.417,0.637,0.029,0.364,
87.0,5.163,0.93383,0.64367,0.09511,0.0,0.29889,2.48406
132.0,4.271,0.83524,1.01905,0.53726,0.09179,0.40828,0.67108
105.0,4.714000225,1.161459088,1.434379458,0.289231718,0.011051531,0.113177694,0.996139288
25.0,6.701,1.18306,0.98912,0.48927,0.08423,0.2418,3.00559
71.0,5.477,1.00761,0.98521,0.56066,0.07521,0.37744,1.76145
25.0,6.578000069,1.153183818,1.21086216,0.412730008,0.132774115,0.120990433,2.837154865
35.0,6.375,1.870765686,1.27429688,0.604130983,0.439299256,0.33047387,1.14546442
21.0,6.778,1.11508,0.7146,0.37709,0.18355,0.11735,3.55906
100.0,4.933,1.054,1.515,0.359,0.009,0.064,
40.0,6.09800005,1.325393558,1.505059242,0.295817465,0.024210852,0.136544481,2.097776651
39.0,6.192,1.231,1.477,0.489,0.016,0.185,
50.0,5.952,1.197,1.527,0.35,0.006,0.026,
36.0,6.375,1.82427,0.87964,0.56679,0.48049,0.32388,1.58224
74.0,5.467,0.493,1.098,0.389,0.144,0.23,
28.0,6.453999996,1.217559695,1.412227869,0.579392254,0.178061873,0.175096929,2.172409534
35.0,6.411,1.39541,1.08393,0.31048,0.32524,0.13706,2.43872
23.0,6.81,1.04424,1.25596,0.42908,0.11069,0.05841,3.19131
29.0,6.545,1.18157,1.03143,0.54388,0.21394,0.18056,2.67139
156.0,3.006,0.6632,0.47489,0.15684,0.18906,0.47179,0.32858
105.5,4.8585,0.5565,1.183,0.5175000000000001,0.08299999999999999,0.23299999999999998,
61.0,5.77,1.12486,1.07023,0.53024,0.10501,0.33075,1.88541
89.0,5.098,1.11312,1.09562,0.29671,0.06332,0.18226,1.62215
39.0,6.295,1.55422,1.16594,0.55499,0.25609,0.16228,1.87634
82.0,5.192,0.97438,0.90557,0.1826,0.14296,0.1614,2.10017
60.0,5.7965,1.1495000000000002,1.3355000000000001,0.43100000000000005,0.016,0.08499999999999999,
21.0,6.647999763,1.626343369,1.266410232,0.60834527,0.324489564,0.360941947,1.734703541
70.5,5.578,1.095,1.3935,0.3345,0.0885,0.1285,
130.0,4.297,0.7419,0.38562,0.40577,0.38331,0.05547,1.59541
127.0,4.35,0.76821,0.77711,0.19847,0.039,0.07855,1.75873
28.0,6.573,1.57352,0.87114,0.56215,0.35561,0.26591,2.21507
109.0,4.655,0.9553,0.50163,0.31866,0.05301,0.1684,1.92816
58.0,5.824,0.90019,0.97459,0.41496,0.05989,0.14982,2.5945
109.0,4.644000053,0.996192753,0.803685248,0.381498635,0.039864216,0.201312944,1.490441561
56.0,5.833,1.14723,1.25745,0.21342,0.01031,0.02641,2.44649
76.0,5.332,1.06098,0.94632,0.22815,0.15746,0.12253,2.08528
69.0,5.62,1.171,1.401,0.259,0.022,0.061,
88.0,5.224999905,1.074987531,1.129624248,0.288515985,0.03751383,0.264450759,1.695073843
93.0,5.007,0.91851,1.00232,0.33457,0.05327,0.22359,1.73933
83.0,5.245,1.0278,0.79381,0.44012,0.02745,0.04959,2.17087
48.0,5.973,0.889,1.33,0.556,0.12,0.114,
59.0,5.813,1.03192,1.23289,0.37938,0.1909,0.11046,2.1309
72.5,5.529999999999999,1.1575,1.3465,0.4665,0.1065,0.103,
107.0,4.739,0.88113,0.60429,0.26268,0.06358,0.06431,2.12466
34.0,6.455,0.9669,1.26504,0.55664,0.03187,0.5763,2.31945
102.0,4.9305,0.7525,1.359,0.2115,0.005,0.184,
79.0,5.272999763,1.081165791,1.160837412,0.472787708,0.022794275,0.028806841,1.764938593
57.0,5.828,0.59325,1.14184,0.55475,0.19317,0.27815,2.32407
29.0,6.388,1.073,1.468,0.57,0.054,0.062,
27.0,6.436,0.8,1.269,0.535,0.078,0.175,
75.0,5.36,0.63216,0.91226,0.59444,0.10441,0.1686,2.20173
49.0,5.96,1.32376,1.21624,0.45492,0.306,0.17362,1.73797
32.0,6.374,1.649,1.303,0.654,0.171,0.256,
87.0,5.123,0.92053,1.00964,0.20107,0.02617,0.19231,2.025
119.0,4.519,0.886,0.666,0.346,0.164,0.043,
23.0,6.609000206,1.352682352,1.433885217,0.490946174,0.036872927,0.088106759,2.451861858
41.0,6.174,0.745,1.529,0.631,0.24,0.322,
69.5,5.6145,0.8985000000000001,1.155,0.3845,0.003,0.239,
27.0,6.43,1.112,1.438,0.597,0.063,0.125,
104.0,4.8,1.12094,1.20215,0.32112,0.02758,0.128,1.24074
12.0,7.078999996,1.109706283,1.416403651,0.58013165,0.100106589,0.214613229,2.898639202
24.0,6.488,1.038,1.252,0.479,0.095,0.069,
14.0,7.087,1.06879,1.02152,0.55225,0.10547,0.22553,3.35168
93.0,5.129,1.12268,0.64184,0.26228,0.03061,0.23693,2.07339
22.0,6.853,1.36011,1.08182,0.63274,0.32524,0.21542,2.47489
27.0,6.596,1.30915,1.00793,0.41418,0.03986,0.09929,2.96211
134.0,4.218,1.01216,1.10614,0.30587,0.00872,0.11921,0.89991
86.0,5.124,1.04345,0.88588,0.35068,0.00649,0.13748,1.93129
90.0,5.208,1.043,1.147,0.351,0.182,0.035,
31.0,6.379,1.093,1.459,0.625,0.155,0.13,
73.0,5.429,1.15174,1.22791,0.44888,0.15184,0.0868,1.58782
14.0,6.993000031,1.546259284,1.419920564,0.505740523,0.135638788,0.392578781,2.218113422
39.0,6.173,1.21,1.537,0.354,0.014,0.118,
63.0,5.743,0.855,1.475,0.514,0.08,0.184,
15.0,7.039,1.35943,1.08113,0.46823,0.12275,0.22202,3.0076
45.0,6.2645,1.26148,1.22441,0.489315,0.12484,0.26188500000000003,2.72782
60.0,5.791,1.12555,1.27948,0.53122,0.04212,0.16759,1.86565
42.0,6.123,1.176,1.448,0.546,0.064,0.108,
89.0,5.208,0.801,0.782,0.418,0.076,0.036,
95.0,5.039,1.0223333333333333,1.0603333333333333,0.298,0.125,0.18566666666666665,
30.0,6.574,1.05351,1.24823,0.44974,0.08484,0.11451,2.836
62.0,5.759,1.08254,0.79624,0.25883,0.0243,0.05444,2.75414
58.0,5.788,0.9305,1.3535,0.3325,0.10799999999999998,0.0935,
45.0,5.995,1.16891,1.26999,0.31751,0.03431,0.16893,2.24639
112.0,4.586,0.916,0.817,0.419,0.032,0.149,
48.0,5.975,0.86402,0.99903,0.48574,0.1809,0.11541,2.53942
96.0,4.949,0.83223,0.91916,0.09245,0.00227,0.24808,2.06367
62.0,5.757999897,1.341205955,1.452518821,0.572575808,0.045128979,0.242649093,1.313317299
63.0,5.768,1.29947,1.05613,0.53164,0.03635,0.25738,1.79522
2.0,7.521999836,1.482383013,1.551121593,0.626006722,0.400770068,0.355280489,2.313707352
94.0,5.123,1.27607,0.94367,0.44727,0.01521,0.11691,1.53015
33.0,6.421999931,1.433626533,1.384565353,0.361466587,0.063829236,0.258360475,2.126607418
28.0,6.375,1.403,1.357,0.439,0.132,0.08,
1.0,7.526,1.44178,1.16374,0.57941,0.44453,0.36171,2.73939
34.0,6.379,1.39729,0.92624,0.32377,0.0663,0.25495,2.61523
4.0,7.498,1.57744,1.1269,0.59609,0.35776,0.37895,2.66465
89.0,5.195000172,1.315175295,1.367043018,0.4984653,0.015869452,0.095102713,1.107682705
25.0,6.786,1.06353,1.1985,0.5421,0.0927,0.24434,2.84848
1.0,7.537000179,1.616463184,1.53352356,0.635422587,0.315963835,0.362012237,2.277026653
28.0,6.611,1.69042,1.0786,0.6404,0.52208,0.32573,1.55674
57.0,5.888,1.12,1.402,0.498,0.06,0.215,
16.0,6.951000214,1.487923384,1.472520351,0.562511384,0.276731938,0.33626917,2.015769958
86.0,5.246,0.989,1.142,0.597,0.103,0.029,
99.0,5.033,1.24886,0.75473,0.05822,0.04127,0.0,2.12944
32.0,6.3,1.004,1.439,0.39,0.086,0.099,
30.0,6.488,1.30782,1.09879,0.54994,0.17554,0.56237,1.99032
108.0,4.707,0.96,1.427,0.154,0.047,0.064,
19.0,6.714000225,1.44163394,1.49646008,0.508190036,0.265428066,0.492774159,1.704143524
12.0,7.119,1.45038,1.08383,0.54355,0.21348,0.32865,2.69343
51.666666666666664,5.956666666666667,1.2713333333333334,1.3366666666666667,0.373,0.08800000000000001,0.14066666666666666,
5.0,7.468999863,1.443571925,1.540246725,0.617950857,0.382611543,0.245482773,2.430181503
20.0,6.901,1.42727,1.12575,0.64157,0.38583,0.26428,2.24743
15.0,6.977000237,1.535706639,1.558231115,0.573110342,0.298388153,0.427858323,1.773869038
23.0,6.725,1.40283,1.08672,0.50036,0.27399,0.50156,2.14999
87.0,5.227000237,1.289487481,1.239414573,0.095731251,0.043289777,0.0,1.749221563
6.0,7.376999855,1.503944635,1.428939223,0.585384488,0.282661825,0.47048983,2.294804096
5.0,7.413,1.40598,1.13464,0.57104,0.41004,0.25492,2.82596
32.0,6.485,1.06166,1.2089,0.60362,0.24558,0.2324,2.32142
53.0,5.94,1.187,1.465,0.264,0.064,0.075,
7.0,7.339,1.46468,1.02912,0.55211,0.29927,0.47416,2.70749
95.0,4.959,0.87867,0.80434,0.35733,0.06413,0.14272,1.89894
14.0,7.187,1.02054,0.91451,0.48181,0.21312,0.14074,3.60214
19.0,6.907,1.48341,1.16157,0.54008,0.29754,0.44963,2.15988
16.0,6.994,1.44787,1.09774,0.53466,0.28551,0.30452,2.50931
105.8,4.8268,0.9374,1.2034,0.272,0.05600000000000001,0.10219999999999999,
13.0,7.006000042,1.487097263,1.459944963,0.56776619,0.221060365,0.316472322,2.138506413
84.0,5.14,0.89012,0.94675,0.51697,0.02781,0.08185,1.8604
8.0,7.31400013,1.405706048,1.548195124,0.61406213,0.382816702,0.500005126,2.046456337
13.0,7.072,1.01,1.459,0.632,0.101,0.143,
42.0,6.149,1.238,1.515,0.291,0.042,0.043,
17.0,6.890999794,1.463780761,1.462312698,0.539770722,0.251343131,0.231503338,2.124210358
24.0,6.705,1.2167,0.90587,0.37789,0.11451,0.31595,2.95505
18.0,6.886,1.398,1.471,0.547,0.133,0.291,
20.0,6.65199995,1.25278461,1.284024954,0.376895279,0.082287982,0.326662421,2.509585857
18.0,6.929,1.42539,1.05249,0.51354,0.26248,0.2424,2.61355
27.0,6.52699995,1.343279839,1.488411665,0.588767052,0.153066069,0.574730575,1.556862831
34.5,6.4475,1.3325,1.271,0.53,0.0935,0.17250000000000001,
6.0,7.404,1.44015,1.0961,0.5737,0.31329,0.44834,2.70485
63.25,5.741250000000001,1.0285000000000002,1.3065,0.44275000000000003,0.0375,0.2365,
9.0,7.28399992,1.494387269,1.478162169,0.612924099,0.384398729,0.385399252,2.097537994
8.0,7.334,1.36066,1.17278,0.58147,0.41904,0.49401,2.47553
93.0,5.128,0.8899999999999999,1.3715,0.48,0.0375,0.1755,
10.0,7.291,1.45181,1.08764,0.58218,0.40867,0.38254,2.54734
3.0,7.504000187,1.48063302,1.610574007,0.627162635,0.153526559,0.475540221,2.322715282
7.0,7.315999985,1.479204416,1.481348991,0.611100912,0.287371516,0.435539722,2.187264442
61.0,5.809999943,1.346911311,1.186303377,0.471203625,0.155353352,0.266845703,1.549157619
45.0,6.105,0.694,1.325,0.435,0.127,0.2,
32.0,6.478,1.39488,1.00508,0.46562,0.17808,0.1216,2.4744
84.0,5.274,0.983,1.294,0.345,0.034,0.185,
11.0,7.212999821,1.375382423,1.376289964,0.405988604,0.0852421,0.330082655,2.801757336
103.0,4.839,1.02564,0.80001,0.33916,0.04582,0.21854,1.57059
43.0,6.125,0.985,1.41,0.47,0.034,0.099,
62.0,5.771,1.31141,0.81826,0.43596,0.16578,0.26322,1.93447
10.0,7.28399992,1.484414935,1.510041952,0.601607382,0.30118373,0.47769925,2.065210819
31.0,6.441999912,1.430923462,1.387776852,0.470222116,0.172502428,0.129762307,2.005954742
65.0,5.620999813,1.355938077,1.131363273,0.355111539,0.041237976,0.271254301,1.621249199
31.0,6.505,1.17898,1.20643,0.46364,0.02652,0.10686,2.67782
78.0,5.386,0.945,1.212,0.212,0.006,0.263,
18.0,6.862999916,1.741943598,1.457583666,0.596627891,0.318834424,0.283180982,1.619512081
20.0,6.871,1.69752,1.03999,0.5487,0.35329,0.27571,2.11055
69.0,5.546,1.31857,0.70697,0.29507,0.05228,0.27906,2.04497
11.0,7.267,1.33766,0.99537,0.36432,0.08728,0.32288,3.31029
94.0,5.175,0.741,1.346,0.543,0.073,0.147,
50.0,5.977,1.35495,1.04167,0.18827,0.02556,0.16684,2.34918
9.0,7.313,1.44443,1.10476,0.56837,0.32331,0.47407,2.5465
48.0,5.964000225,1.395066619,1.444923282,0.256450713,0.028028091,0.172789648,1.813312054
52.0,6.003666666666668,1.0656666666666668,1.382,0.4266666666666667,0.03333333333333333,0.09466666666666668,
51.0,5.948,1.219,1.506,0.633,0.051,0.16,
26.0,6.441,1.365,1.436,0.418,0.078,0.151,
4.0,7.493999958,1.564979553,1.516911745,0.620070577,0.367007285,0.290549278,2.276716232
27.0,6.67,1.10715,1.12447,0.44132,0.12869,0.33363,2.67585
12.0,7.226,0.95578,1.23788,0.63376,0.10583,0.25497,3.17728
13.333333333333334,7.051333333333333,1.2886666666666668,1.4596666666666664,0.5683333333333334,0.231,0.21099999999999997,
15.0,7.119,1.39451,1.24711,0.54604,0.1589,0.40105,2.51011
2.0,7.509,1.52733,1.14524,0.58557,0.41203,0.28083,2.69463
3.0,7.501,1.42666,1.18326,0.56624,0.14975,0.47678,2.83137
26.5,6.791499999999999,1.1315,1.451,0.5905,0.2475,0.205,
46.333333333333336,6.032,1.3656666666666668,1.3473333333333333,0.4293333333333334,0.11900000000000001,0.20566666666666666,
55.0,5.848,1.18498,1.27385,0.60855,0.03787,0.25328,1.61583
45.5,6.284000000000001,1.2305,1.35625,0.50325,0.17725000000000002,0.19075000000000003,
3.0,7.527,1.32548,1.36058,0.64938,0.48357,0.34139,2.49204
88.0,5.102,1.15991,1.13935,0.51469,0.01078,0.13719,1.26462
38.0,6.298,1.29098,1.07617,0.3974,0.08129,0.25376,2.32323
11.0,7.1505,1.358,1.592,0.6415,0.34750000000000003,0.33599999999999997,
6.0,7.441,1.361,1.488,0.638,0.295,0.333,
37.0,6.361,1.34253,1.12945,0.37545,0.06137,0.17665,2.39663
79.0,5.358,1.154,1.202,0.131,0.044,0.0,
42.5,6.142,1.169,1.468,0.40249999999999997,0.032,0.0935,
102.0,4.857,1.15406,0.92933,0.07699,0.01397,0.0,1.80101
19.0,6.814,1.301,1.559,0.533,0.272,0.354,
46.333333333333336,6.073,1.2213333333333334,1.4639999999999997,0.5633333333333334,0.06966666666666665,0.18266666666666667,
4.0,7.522,1.459,1.33095,0.66973,0.36503,0.34699,2.46531
57.0,5.835,1.35948,0.72194,0.25168,0.07716,0.18824,2.35015
37.0,6.302,1.2074,1.30203,0.60365,0.13586,0.51752,1.6488
11.0,7.19,1.244,1.433,0.464,0.082,0.262,
34.0,6.402999878,1.384397864,1.532090902,0.40878123,0.070914097,0.190133572,1.92775774
6.0,7.406,1.29025,1.31826,0.64169,0.41372,0.23351,2.61955
13.0,7.2,1.33723,1.29704,0.62433,0.18676,0.33088,2.5332
22.5,6.716,1.2325,1.4845000000000002,0.5700000000000001,0.187,0.1845,
26.0,6.75,1.32792,1.29937,0.61477,0.21843,0.28214,2.11569
7.0,7.378,1.32944,1.28017,0.61576,0.31814,0.4761,2.4657
93.0,5.191,1.029,1.125,0.521,0.1,0.058,
16.0,6.927,1.324,1.483,0.583,0.24,0.188,
18.0,6.94,1.33596,1.36948,0.61777,0.28703,0.45901,1.9757
12.0,7.119,1.453,1.526,0.6425000000000001,0.306,0.2585,
19.0,6.937,1.30782,1.28566,0.5845,0.2254,0.2225,2.41484
55.0,5.837999821,1.401678443,1.128274441,0.257921666,0.063282669,0.206674367,1.880378008
5.0,7.427,1.32629,1.32261,0.63297,0.32957,0.45811,2.45176
23.0,6.489,1.293,1.466,0.52,0.176,0.098,
9.0,7.286,1.25018,1.31967,0.63938,0.42922,0.47501,2.26425
59.5,5.7985,1.229,1.201,0.45899999999999996,0.0945,0.1905,
21.0,6.867,1.26637,1.28548,0.59625,0.32067,0.51912,1.96994
20.5,6.7965,1.2445,1.5074999999999998,0.5815,0.178,0.235,
8.0,7.364,1.33171,1.28907,0.6598,0.43844,0.36262,2.37119
9.0,7.314,1.355,1.501,0.659,0.383,0.285,
51.0,5.920000076,1.416915178,1.436337829,0.505625546,0.163760737,0.120572768,1.363223553
11.0,7.278,1.22857,1.22393,0.41319,0.07785,0.33172,3.08854
34.666666666666664,6.4576666666666656,1.2886666666666668,1.4466666666666665,0.44133333333333336,0.08566666666666667,0.238,
53.0,5.921,1.38007,1.06054,0.46761,0.18985,0.10224,1.80584
17.0,6.946,1.56391,1.21963,0.61583,0.37798,0.28034,1.96961
23.0,6.648,1.214,1.428,0.40700000000000003,0.046,0.11649999999999999,
66.5,5.692,1.208095,0.98163,0.448495,0.10213,0.284035,1.7440950000000002
5.0,7.487,1.42,1.549,0.66,0.357,0.256,
10.0,7.284,1.33358,1.30923,0.65124,0.35637,0.43562,2.26646
1.0,7.587,1.39651,1.34951,0.66557,0.41978,0.29678,2.51738
71.0,5.472000122,1.551674843,1.262790918,0.490968645,0.293933749,0.374465793,0.554633141
29.0,6.575,1.27778,1.26038,0.55011,0.20646,0.12332,2.21126
47.0,6.0,1.264,1.501,0.281,0.028,0.137,
22.0,6.739,1.64555,0.86758,0.4877,0.46987,0.32706,1.99375
2.0,7.561,1.30232,1.40223,0.62877,0.14145,0.4363,2.70201
26.0,6.572000027,1.69227767,1.353814363,0.549840569,0.464307785,0.345965981,1.216362
75.0,5.458,1.5107,0.87021,0.48079,0.31647,0.40097,0.92614
44.0,6.118,1.258,1.523,0.564,0.057,0.144,
50.0,5.948,1.25114,1.19777,0.26236,0.02901,0.22823,2.02518
57.0,5.875,1.266,1.204,0.244,0.051,0.175,
36.0,6.329,1.23011,1.31379,0.45951,0.06398,0.18227,2.12367
12.0,7.167,1.034,1.441,0.558,0.093,0.144,
36.0,6.31,1.251,1.538,0.449,0.074,0.142,
47.0,5.984,1.24461,0.95774,0.33208,0.07857,0.18557,2.21978
9.5,7.346,1.348,1.5455,0.5345,0.3015,0.1565,
17.0,6.985,1.373,1.454,0.495,0.265,0.261,
54.0,5.915,1.294,1.462,0.553,0.15,0.079,
46.0,5.987,1.27074,1.25712,0.49615,0.1806,0.10705,1.68435
8.5,7.327,1.358,1.5554999999999999,0.521,0.344,0.3,
38.2,6.443,1.3194000000000001,1.4364000000000001,0.4424,0.16360000000000002,0.2084,
34.0,6.343,1.529,1.451,0.631,0.457,0.261,
7.0,7.343,1.387,1.487,0.574,0.373,0.267,
14.0,7.09,1.609,1.479,0.526,0.316,0.194,
72.0,5.474,1.38604,1.05818,0.59608,0.37124,0.39478,0.65429
10.0,7.246,1.376,1.475,0.532,0.226,0.244,
24.0,6.798,1.52186,1.02,0.54252,0.4921,0.31105,1.88501
6.0,7.4005,1.3415,1.5905,0.588,0.249,0.34199999999999997,
3.0,7.554,1.488,1.582,0.603,0.341,0.271,
13.0,7.139,1.276,1.455,0.371,0.082,0.261,
76.0,5.43,1.405,1.29,0.524,0.291,0.246,
32.5,6.5615,1.3365,1.3835000000000002,0.35800000000000004,0.173,0.2535,
22.5,6.7505,1.3295,1.4965,0.4075,0.16899999999999998,0.22149999999999997,
56.5,5.882,1.263,1.2375,0.4115,0.1015,0.1905,
24.0,6.592,1.324,1.472,0.436,0.183,0.111,
6.0,7.48,1.452,1.526,0.572,0.343,0.263,
30.0,6.354,1.286,1.484,0.362,0.079,0.153,
58.0,5.886,1.327,1.419,0.445,0.14,0.069,
76.0,5.43,1.438,1.277,0.44,0.287,0.258,
34.0,6.262,1.572,1.463,0.556,0.453,0.271,
